id,side,force,commander,units,date_start,date_end,event_type,from_place,to_place,action_place,description,confidence,source,note
792,British,Clements's column (Magaliesberg),Gen. Clements,Clements's column (Magaliesberg),1900-06-06,1900-10-19,advance,Pretoria,Frederikstad,Magaliesberg,Royal Scots Fusiliers served under Clements in the Magaliesberg district after the fall of Pretoria (5 Jun 1900). The 0d Pretoria→Frederikstad gap arises because the RSF appear at Pretoria on the same date (Oct 20) as Frederikstad — this is the Frederikstad engagement where Clements's column was attacked. They moved from the Magaliesberg to Frederikstad for the battle.,high,Frederikstad Wikipedia; angloboerwar.com Royal Scots Fusiliers; SA Mil. History Journal,
795,British,1st Division (Methuen's force) / Roberts's advance,Gen. Methuen / Gen. Roberts,1st Division (Methuen's force) / Roberts's advance,1899-11-26,1899-12-31,advance,Graspan (Enslin),Modder River,Modder River,"The Northamptonshire Regiment continued north with Methuen's force after Graspan (25 Nov 1899), participating in the Battle of Modder River (28 Nov 1899) and then the siege positions around Magersfontein. The regiment remained on the Modder River–Magersfontein front through December 1899.",high,Modder River Wikipedia; angloboerwar.com Northamptonshire Regiment; Pakenham 'The Boer War',The regiment was besieged at Magersfontein Dec-Jan; relieved when Roberts outflanked the position via Paardeberg Feb 1900
796,British,Roberts's advance / 1st Division,Gen. Roberts,Roberts's advance / 1st Division,1900-01-01,1900-03-12,advance,Modder River,Bloemfontein,Paardeberg,"Northamptonshire Regiment advanced with Roberts from Modder River via Paardeberg (Feb 17-27 1900, siege and surrender of Cronje) to Bloemfontein (captured Mar 13 1900). The regiment fought at Paardeberg as part of Roberts's flanking march.",high,Paardeberg Wikipedia; angloboerwar.com; Roberts advance Wikipedia; Maurice Vol 1,
797,British,2nd Bn KOYLI (Yorkshire Light Infantry),Gen. Clements / Gen. French,2nd Bn KOYLI (Yorkshire Light Infantry),1900-11-25,1901-01-26,redeployment,Magaliesberg,Ermelo,Belfast,"Yorkshire regiment elements (including the Yorkshire Light Infantry with Clements at Magaliesberg) were redeployed eastward in late 1900 - early 1901. By January 1901 Yorkshire units appear with French's seven columns operating in the eastern Transvaal near Ermelo/Piet Retief. NOTE: the 'Yorkshire Regiment' label covers multiple distinct battalions; see archival records to distinguish 1st Bn, 2nd Bn, and KOYLI.",low,angloboerwar.com; French's columns Wikipedia; SA Mil. History Journal Transvaal 1901,DATA NOTE: Yorkshire Regiment label covers multiple battalions simultaneously. This bridge row is approximate. Researchers should distinguish Green Howards (1st/2nd Bn) from KOYLI when studying this period.
798,British,Babington's column (western Transvaal),Gen. Babington,Babington's column (western Transvaal),1901-01-02,1901-03-21,advance,Pretoria,Haartebeestefontein,Klerksdorp,"New Zealand contingents serving in the western Transvaal moved from the Pretoria base area toward Klerksdorp/Haartebeestefontein district in early 1901, participating in column drives under Babington. The engagement at Haartebeestefontein (22-24 Mar 1901) involved NZ and Queensland troops in Babington's column.",medium,Haartebeestefontein Wikipedia; angloboerwar.com NZ contingents; Babington's column SA Mil. History Journal,
799,Boer,Hertzog's commando,Gen. J.B.M. Hertzog,Hertzog's commando,1901-01-21,,movement,Calvinia,OFS / Cape border,Calvinia,"After reaching Calvinia (20 Jan 1901), Hertzog's commando returned to the Orange Free State. Hertzog later re-invaded the Cape Colony in 1901-1902 via the Calvinia corridor. The post-Jan 1901 period represents extensive guerrilla operations across the northern Cape and OFS.",medium,Hertzog Wikipedia; De Wet 'Three Years War'; angloboerwar.com,date_end cleared: was causing reversal with Hertzog's Dec 1901 Clanwilliam event; Hertzog returned to OFS after Jan 1901 Cape raid then re-invaded Dec 1901
800,Boer,Natal commandos,Gen. Louis Botha / Gen. Brits,Natal commandos,1901-01-01,,movement,Northern Natal,Northern Natal / Transvaal border,Newcastle,"Natal commandos continued guerrilla operations in northern Natal throughout 1901-1902, operating between the Biggarsberg, Drakensberg foothills, and Vryheid district. British drives repeatedly pushed them toward the Zululand border.",low,angloboerwar.com Natal commandos; SA Mil. History Journal Natal 1901-1902,date_end cleared: was causing reversal with Fort Itala Sep25 1901 event; Natal commandos raided Fort Itala Sep 25 1901
802,Boer,Viljoen's commando,Gen. Ben Viljoen,Viljoen's commando,1901-04-20,1901-06-11,movement,Ermelo,Wilmansrust,Carolina,"Viljoen's commando moved from the Ermelo district toward the Wilmansrust area (southeast of Carolina) in April-June 1901. The engagement at Wilmansrust on 12 June 1901 was a Boer success, in which the 5th Victorian Mounted Rifles were badly mauled. Viljoen's force operated through the Carolina-Ermelo corridor throughout the mid-1901 guerrilla phase.",medium,Wilmansrust Wikipedia; Viljoen Wikipedia; angloboerwar.com eastern Transvaal 1901,
803,Boer,Lötter commando,Commandant J.C. Lötter,Lötter commando,1901-08-12,1901-09-04,raid,New Bethesda district,Groenkloof (Bokkeveld),Graaff-Reinet,"After the Bethesda Road skirmish (Aug 10), Lötter's commando moved northwest through the Bankberg/Nuweveld mountains toward the Bokkeveld. Scobell's column (CMR and others) pursued and cornered Lötter at Groenkloof/Bouwerskraal on September 5, 1901.",medium,Nasson 'Abraham Esau's War'; angloboerwar.com; Scobell's column SA Mil. History Journal,
804,Boer,Lötter commando,Commandant J.C. Lötter,Lötter commando,1901-09-05,1901-09-05,capture,Groenkloof (Bokkeveld),Middelburg (Cape),Middelburg (Cape),"Scobell's column (CMR + mounted troops) destroyed Lötter's commando at Groenkloof/Bouwerskraal on 5 September 1901: approximately 19 Boers killed, 14+ captured including Lötter himself. Lötter was tried by court martial and executed at Middelburg (Cape) on 12 October 1901.",high,Groenkloof (1901) Wikipedia; Nasson 'Abraham Esau's War'; Scobell papers SA Mil. History Journal,This event also appears in row 21 (Scobell column). Added to Lotter group for timeline continuity.
807,British,Clements's column (Magaliesberg),Gen. Clements,Clements's column (Magaliesberg),1900-09-01,1900-10-19,movement,Magaliesberg,Frederikstad,Rustenburg,"The Royal Scots Fusiliers served under Clements in the Magaliesberg district through September-October 1900. After the Nooitgedacht disaster (Dec 13, not involving RSF) Clements's force was concentrated; the RSF were at Frederikstad for the engagement on 20 October 1900 (Boer attack on Clements's camp).",high,Frederikstad Wikipedia; Nooitgedacht Wikipedia; angloboerwar.com Royal Scots Fusiliers; Clements's column SA Mil. History Journal,
808,British,Roberts's force / Pilcher's column,Gen. Roberts / Col. Pilcher,Roberts's force / Pilcher's column,1899-11-10,1900-02-16,rail_move,Cape Town,Modder River,Modder River,"The Royal Canadian Regiment of Infantry (2nd Bn) moved from Cape Town by rail to the Modder River base area in November-December 1899. A detachment served with Pilcher's flying column at Sunnyside/Douglas (1 Jan 1900). The full regiment then joined Roberts's main advance for the Paardeberg siege (17-27 Feb 1900), where they launched the final assault that forced Cronje's surrender.",high,Paardeberg Wikipedia; RCR Museum regimental history; angloboerwar.com Canadians in Boer War; Sunnyside Wikipedia,
810,British,French's cavalry division / Roberts's main army,Gen. French / Gen. Roberts,French's cavalry division / Roberts's main army,1900-03-01,1900-06-04,advance,Paardeberg,Bloemfontein,Bloemfontein,"The 9th Lancers, as part of French's cavalry division, entered Bloemfontein with Roberts's main army on 13 March 1900 after the Paardeberg surrender. They remained in the Bloemfontein area through May 1900 while Roberts reorganised before the advance on Pretoria.",high,Roberts's advance Wikipedia; French cavalry division SA Mil. History Journal; Amery Times History Vol 3,
811,British,French's cavalry division,Gen. French,French's cavalry division,1900-06-05,1900-06-11,advance,Bloemfontein,Diamond Hill,Diamond Hill,The 9th Lancers advanced with French's cavalry from Bloemfontein to Pretoria (captured 5 June 1900) and immediately moved east to Diamond Hill (11-12 June 1900) to drive De la Rey from the heights commanding Pretoria's eastern approach.,high,Diamond Hill Wikipedia; angloboerwar.com 9th Lancers; French autobiography,
813,British,French's cavalry / Roberts's army,Gen. French,French's cavalry / Roberts's army,1900-06-12,1900-07-31,movement,Diamond Hill,Bloemfontein,Pretoria,"After Diamond Hill (11-12 Jun 1900) the 17th Lancers remained in the Pretoria-Middelburg (Tvl) area during July 1900, participating in column operations against commandos retiring eastward. In August they moved south through the OFS toward the Orange River.",high,angloboerwar.com 17th Lancers; Amery Times History Vol 4; SA Mil. History Journal,
815,British,Buller's Natal force,Gen. Buller,Buller's Natal force,1900-01-02,1900-06-04,advance,Ladysmith,Pretoria,Colenso,"South African Light Horse (SALH) served throughout Buller's Natal operations: Colenso (Dec 15 1899), Spion Kop (Jan 20 1900), Pieters Hill (Feb 27) and the relief of Ladysmith (Feb 28). The regiment then advanced with Buller's force through Natal into the Transvaal, reaching the Pretoria area by June 1900.",high,SALH Wikipedia; Colenso Wikipedia; Ladysmith siege Wikipedia; angloboerwar.com,SALH was one of the premier colonial cavalry regiments; documented at Colenso and Spion Kop
817,Boer,Natal commandos / Botha's force,Gen. Louis Botha,Natal commandos / Botha's force,1899-11-09,1899-12-14,advance,Estcourt,Colenso,Colenso,"Natal commandos advanced south from the Estcourt area toward the Tugela River line during November 1899, establishing positions at Colenso and along the Tugela. These commandos held the Colenso position against Buller's attack on 15 December 1899.",high,Battle of Colenso Wikipedia; angloboerwar.com Natal commandos; Botha biography,
818,Boer,Natal commandos / Botha's rearguard,Gen. Louis Botha,Natal commandos / Botha's rearguard,1900-03-01,1900-12-31,retreat,Colenso / Tugela,Newcastle,Volksrust,"After Buller's forces relieved Ladysmith (28 Feb 1900) the Natal commandos conducted a fighting retreat northward through Natal: Pieters (Feb 27), Laing's Nek/Majuba (Apr), Volksrust (May), Newcastle area. By late 1900 they were operating from the Newcastle–Wakkerstroom district as a guerrilla force under Botha.",high,Buller's advance Wikipedia; Laing's Nek Wikipedia; angloboerwar.com Natal commandos; De Wet 'Three Years War',
820,British,White's Ladysmith garrison,Gen. White,White's Ladysmith garrison,1899-10-22,1900-02-27,deployment,Elandslaagte,Ladysmith,Ladysmith,"The Imperial Light Horse retreated to Ladysmith after Elandslaagte and were besieged with White's garrison from 2 November 1899 to 28 February 1900. They played an active role in the defence, including the famous sortie on 6 January 1900 (Platrand/Caesar's Camp). On the relief of Ladysmith they joined Roberts's advance.",high,Ladysmith siege Wikipedia; Caesar's Camp Wikipedia; ILH Wikipedia; angloboerwar.com,
821,British,Buller's Natal force,Gen. Buller,Buller's Natal force,1899-12-16,1900-02-26,advance,Colenso,Ladysmith,Spion Kop,Inniskilling Fusiliers participated in Buller's attempts to cross the Tugela: Spion Kop (20-24 Jan 1900) and Pieters Hill (27 Feb 1900). The regiment helped force the crossing that relieved Ladysmith on 28 February 1900.,high,Spion Kop Wikipedia; Pieters Hill Wikipedia; Battle of Colenso Wikipedia; angloboerwar.com,
822,British,Buller's advance / Natal Field Force,Gen. Buller,Buller's advance / Natal Field Force,1900-03-01,1900-06-19,advance,Ladysmith,Belfast,Newcastle,"After the relief of Ladysmith (Feb 28 1900) Buller's force reorganized and advanced northward through Natal: Elandslaagte, Dundee, Newcastle, Laing's Nek, Volksrust, Standerton, Amersfoort — reaching Belfast in June 1900 for the final conventional engagement at Bergendal (21-27 Aug 1900).",high,Buller's advance Wikipedia; Battle of Bergendal Wikipedia; angloboerwar.com Inniskilling Fusiliers,
823,British,OFS columns / De Wet hunt,Various column commanders,OFS columns / De Wet hunt,1900-06-01,1900-11-28,pursuit,Lindley,Rhenoster Kop,Bethlehem,"Imperial Yeomanry units participated in the extended pursuit of De Wet through the OFS in mid-1900: Bethlehem (Jul 1900), Brandwater Basin encirclement attempt (Jul-Aug), Commando Nek. By November 1900 Yeomanry columns were in the western OFS when attacked at Rhenoster Kop (29 Nov 1900).",medium,Rhenoster Kop Wikipedia; De Wet hunt Wikipedia; angloboerwar.com IY; Amery Times History Vol 4,Rhenoster Kop (29 Nov 1900): ~600 British troops (many IY) were ambushed; Boers captured ~200 wagons
825,British,Roberts's advance / 6th Division,Gen. Roberts / Gen. Kelly-Kenny,Roberts's advance / 6th Division,1900-02-01,1900-06-04,advance,Colesberg,Pretoria,Bloemfontein,"The Suffolk Regiment moved north from the Colesberg front with Roberts's main advance in February 1900, participating in the march from the Orange River via Paardeberg and Bloemfontein to Pretoria (captured 5 June 1900). The Suffolks served in the 6th Division under Kelly-Kenny.",high,angloboerwar.com Suffolk Regiment; Roberts's advance Wikipedia; Paardeberg Wikipedia,
826,British,Transvaal column operations,Various column commanders,Transvaal column operations,1900-06-05,1900-10-12,advance,Pretoria,Carolina,Belfast,"The Suffolk Regiment served in the eastern Transvaal after Pretoria, participating in the advance along the Delagoa Bay railway. By October 1900 they were in the Carolina/Ermelo district in eastern Transvaal column operations.",high,angloboerwar.com Suffolk Regiment; SA Mil. History Journal eastern Transvaal 1900,
